designation,Payment_Type,level,City,State,Company_Name
Factory Worker,Daily,expert,Kanpur,Uttar Pradesh,"Gole, Mannan and Som"
Painter,Daily,expert,Bengaluru,Karnataka,Krishna PLC
Factory Worker,Daily,expert,Thane,Maharashtra,"Dhaliwal, Som and Garg"
Painter,Daily,expert,Mumbai,Maharashtra,Gade-Bir
Painter,Daily,expert,Thane,Maharashtra,Bhardwaj-D’Alia
Painter,Daily,expert,Lucknow,Uttar Pradesh,"Gulati, Bala and Lata"
Factory Worker,Daily,expert,Kanpur,Uttar Pradesh,Saha-Bhavsar
Labourer,Daily,beginner,West Delhi,Delhi,"Manda, Devi and Mandal"
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Dhar, Contractor and Walia"
Painter,Daily,expert,Chennai,Tamil Nadu,Varty-Dewan
Factory Worker,Daily,expert,Vadodara,Gujarat,"Dua, Lad and Deol"
Painter,Daily,expert,Kochi,Kerala,"Amble, Bhasin and Vora"
Painter,Daily,expert,Kochi,Kerala,"Sawhney, Gill and Tella"
Labourer,Daily,beginner,Gurugram,Haryana,Sant-Bawa
Labourer,Daily,expert,Delhi,Delhi,Thakkar-Chander
Painter,Daily,expert,Gurugram,Haryana,"Lala, Dixit and Kala"
Labourer,Daily,expert,Ghaziabad,Uttar Pradesh,Raval LLC
Painter,Daily,expert,Bengaluru,Karnataka,Borra PLC
Painter,,beginner,Bengaluru,Karnataka,"Rege, Doshi and Tata"
Labourer,Daily,beginner,Bengaluru,Karnataka,Dara-Varma
Labourer,,beginner,Bengaluru,Karnataka,Yohannan-Verma
Labourer,Daily,beginner,New Delhi,Delhi,"Loyal, Saini and Chand"
Labourer,Daily,beginner,Noida,Uttar Pradesh,"Savant, Sarkar and Sachar"
Painter,,beginner,Bengaluru,Karnataka,"Grover, Walia and Gera"
Labourer,Daily,expert,New Delhi,Delhi,Varkey-Khosla
Factory Worker,Daily,beginner,Ahmedabad,Gujarat,Bera and Sons
Labourer,Daily,beginner,Delhi,Delhi,"Handa, Uppal and Anand"
Factory Worker,Daily,beginner,Delhi,Delhi,Bhattacharyya LLC
Labourer,Daily,expert,Delhi,Delhi,"Soman, Bhatia and Bir"
Painter,,beginner,Bengaluru,Karnataka,Malhotra-Agate
Painter,Daily,beginner,New Delhi,Delhi,Amble-Tandon
Labourer,Daily,beginner,Bengaluru,Karnataka,Amble Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Zachariah PLC
Factory Worker,Daily,novice,Gurugram,Haryana,"Madan, Sunder and Gopal"
Brick Layer,Daily,beginner,Gurugram,Haryana,"Gala, Rau and Dhaliwal"
Labourer,Daily,beginner,Bangalore Urban district,Karnataka,Saini-Raman
Labourer,Daily,beginner,New Delhi,Delhi,"D’Alia, Bir and Desai"
Brick Layer,Daily,expert,New Delhi,Delhi,Master-Hegde
Painter,,beginner,Bengaluru,Karnataka,"Halder, Balasubramanian and Kant"
Painter,Daily,expert,Patna,Bihar,Bhat-Sami
Painter,,beginner,Bengaluru,Karnataka,Kapadia Inc
Labourer,Daily,beginner,New Delhi,Delhi,Devan-Deshpande
Painter,Daily,beginner,Gurugram,Haryana,Kothari PLC
Labourer,Daily,beginner,Ghaziabad,Uttar Pradesh,Gara and Sons
Painter,Daily,beginner,Noida,Uttar Pradesh,"Char, Rana and Goel"
Factory Worker,Daily,expert,Delhi,Delhi,"Arora, Ramachandran and Chokshi"
Painter,Daily,expert,Gurugram,Haryana,"Aggarwal, Rattan and Sundaram"
Painter,Daily,beginner,Gurugram,Haryana,Sarna-Lala
Labourer,Daily,beginner,Lucknow,Uttar Pradesh,"Dugal, Dar and Aggarwal"
Factory Worker,Daily,beginner,Gurugram,Haryana,Golla LLC
Factory Worker,Daily,beginner,New Delhi,Delhi,"Buch, Swaminathan and Uppal"
Painter,Daily,beginner,Bengaluru,Karnataka,"Roy, Sampath and Upadhyay"
Labourer,Daily,novice,Gurugram,Haryana,"Varughese, Kar and D’Alia"
Labourer,Daily,beginner,New Delhi,Delhi,Bajaj-Subramaniam
Painter,Daily,beginner,Hyderabad,Telangana,Sanghvi PLC
Labourer,Daily,beginner,Delhi,Delhi,Magar-Chaudry
Brick Layer,Daily,beginner,Gurugram,Haryana,Kala-Rama
Factory Worker,Daily,beginner,Noida,Uttar Pradesh,Bhat PLC
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Seth PLC
Labourer,Daily,beginner,Noida,Uttar Pradesh,Virk LLC
Painter,Daily,beginner,Delhi,Delhi,Cheema PLC
Painter,Monthly,beginner,Mumbai,Maharashtra,Sanghvi-Borah
Labourer,Daily,beginner,New Delhi,Delhi,Goswami-Thakkar
Labourer,Daily,expert,Delhi,Delhi,"Balan, Bora and Sandhu"
Labourer,Daily,beginner,Noida,Uttar Pradesh,Barad-Anne
Painter,Daily,expert,Kanpur,Uttar Pradesh,Ramakrishnan-Sachdeva
Painter,Daily,expert,Kanpur,Uttar Pradesh,Loke-Rana
Painter,Daily,expert,Nagpur,Maharashtra,"Batta, Sha and Dar"
Factory Worker,Daily,novice,Gurugram,Haryana,Kumer PLC
Painter,Daily,expert,Delhi,Delhi,"Gara, Sane and Jain"
Painter,Daily,expert,Kochi,Kerala,Iyer PLC
Painter,,beginner,New Delhi,Delhi,Divan-Sandal
Labourer,Daily,beginner,Noida,Uttar Pradesh,Wable-Sankar
Factory Worker,Daily,beginner,Ahmedabad,Gujarat,Krishna Group
Painter,Daily,beginner,New Delhi,Delhi,Amble and Sons
Brick Layer,Daily,expert,Gurugram,Haryana,Hora-Kala
Painter,Daily,beginner,Pune,Maharashtra,"Apte, Contractor and Ramesh"
Painter,,beginner,Bengaluru,Karnataka,"Barad, Singh and Agrawal"
Painter,,beginner,Bengaluru,Karnataka,"Bhandari, Choudhry and Gole"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Savant and Sons
Painter,Daily,expert,Delhi,Delhi,Vala-Vig
Labourer,,beginner,Delhi,Delhi,Grover-Virk
Painter,Daily,beginner,Hyderabad,Telangana,Sharma Inc
Labourer,Daily,beginner,Noida,Uttar Pradesh,Sangha-Kashyap
Painter,Daily,beginner,Pune,Maharashtra,Mallick Inc
Labourer,Daily,beginner,Delhi,Delhi,Gaba Inc
Labourer,Daily,beginner,Bengaluru,Karnataka,Ramaswamy LLC
Painter,,beginner,New Delhi,Delhi,Sarkar Ltd
Labourer,Daily,beginner,Noida,Uttar Pradesh,Sidhu-Manda
Labourer,,beginner,West Delhi,Delhi,D’Alia-Chakrabarti
Brick Layer,Daily,beginner,Delhi,Delhi,"Ramesh, Mani and Kunda"
Brick Layer,Daily,expert,Noida,Uttar Pradesh,Thaman-Kashyap
Painter,,beginner,Bengaluru,Karnataka,"Chad, Dhingra and Wadhwa"
Painter,,beginner,Bengaluru,Karnataka,Rau PLC
Painter,,beginner,Bengaluru,Karnataka,Krishnan Ltd
Labourer,Daily,beginner,Delhi,Delhi,Rau Inc
Factory Worker,Daily,beginner,New Delhi,Delhi,Sibal-Dugal
Painter,Daily,beginner,New Delhi,Delhi,"Wali, Bumb and Gupta"
Painter,,beginner,Bengaluru,Karnataka,"Bassi, Sandal and Kalla"
Painter,,beginner,Bengaluru,Karnataka,"Venkatesh, Dhingra and Jha"
Painter,,beginner,Bengaluru,Karnataka,"Kannan, Magar and Batra"
Painter,,beginner,Bengaluru,Karnataka,Ramachandran-Venkatesh
Painter,Daily,expert,Kanpur,Uttar Pradesh,Sant-Venkatesh
Painter,Daily,beginner,Bengaluru,Karnataka,"Dalal, Sabharwal and Lalla"
Painter,,beginner,Bengaluru,Karnataka,"Chanda, Balasubramanian and Kapur"
Painter,,beginner,Bengaluru,Karnataka,"Kanda, Bhagat and Jaggi"
Painter,,beginner,Saket,Delhi,Ramaswamy-Dewan
Painter,,beginner,Delhi,Delhi,"Bhavsar, Sibal and Krishnan"
Factory Worker,Daily,expert,Gurugram,Haryana,Ramaswamy PLC
Factory Worker,Daily,expert,Gurugram,Haryana,Kar-Edwin
Brick Layer,Daily,beginner,New Delhi,Delhi,Ben-Hari
Labourer,Daily,beginner,New Delhi,Delhi,"Bobal, Ramakrishnan and Arora"
Painter,,beginner,Bengaluru,Karnataka,Venkataraman Inc
Labourer,Daily,beginner,New Delhi,Delhi,Sankar Ltd
Labourer,Monthly,beginner,Preet Vihar,Delhi,Manda-Sane
Labourer,Daily,expert,Gurugram,Haryana,"Tandon, Raman and Rege"
Labourer,Daily,beginner,Delhi,Delhi,Sood Group
Factory Worker,Daily,beginner,Noida,Uttar Pradesh,Virk-Venkataraman
Painter,Daily,beginner,Gurugram,Haryana,Karan and Sons
Painter,Daily,beginner,Hyderabad,Telangana,Tank LLC
Painter,Daily,beginner,Delhi,Delhi,Chauhan Group
Painter,,beginner,Hyderabad,Telangana,Singh Inc
Factory Worker,Daily,expert,New Delhi,Delhi,Korpal-Loke
Labourer,,beginner,Dwarka,Gujarat,Ratta and Sons
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Deo, Kibe and Dass"
Painter,Daily,beginner,Noida,Uttar Pradesh,"Dar, Chopra and Bali"
Labourer,Daily,beginner,New Delhi,Delhi,"Sridhar, Tripathi and Garg"
Labourer,Daily,beginner,Vasant Vihar,Delhi,"Sarraf, Sandal and Sachar"
Painter,,beginner,Bengaluru,Karnataka,Contractor-Mandal
Labourer,Daily,beginner,Berhampore,West Bengal,"Desai, Barad and Sarin"
Labourer,Daily,beginner,New Delhi,Delhi,"Sunder, Venkataraman and Brahmbhatt"
Labourer,Daily,beginner,Hyderabad,Telangana,"Garg, Wadhwa and Seshadri"
Brick Layer,Daily,expert,New Delhi,Delhi,Behl-Date
Painter,Daily,beginner,Noida,Uttar Pradesh,"Kari, Malhotra and Balan"
Painter,Daily,beginner,Bengaluru,Karnataka,De and Sons
Labourer,Daily,beginner,Delhi,Delhi,"Kurian, Shenoy and Varma"
Labourer,Daily,beginner,New Delhi,Delhi,Swamy LLC
Brick Layer,Daily,expert,Gurugram,Haryana,"Chaudhary, Bhattacharyya and Bhardwaj"
Labourer,Daily,beginner,Gurugram,Haryana,Bora-Wali
Labourer,Daily,beginner,Noida,Uttar Pradesh,Sundaram Inc
Brick Layer,Daily,expert,Gurugram,Haryana,Kurian-Dasgupta
Labourer,Daily,beginner,Gurugram,Haryana,Saha-Sarkar
Labourer,Daily,beginner,Delhi,Delhi,Kaur Group
Painter,,beginner,Bengaluru,Karnataka,"Thaker, Varty and Ganesh"
Painter,,beginner,Bengaluru,Karnataka,Kota-Ganesan
Painter,Daily,beginner,Bengaluru,Karnataka,"Yohannan, Arya and Saraf"
Painter,,beginner,Noida,Uttar Pradesh,Mand Group
Labourer,Daily,expert,Delhi,Delhi,Chawla-Srivastava
Painter,Daily,beginner,Noida,Uttar Pradesh,"Bajaj, Chacko and Krishnamurthy"
Labourer,Daily,novice,Delhi,Delhi,"Ray, Rajan and Savant"
Labourer,Daily,beginner,Gurugram,Haryana,Aurora-Hayer
Labourer,Daily,beginner,Delhi,Delhi,Mall-Chacko
Painter,Daily,expert,Bengaluru,Karnataka,Goswami-Kumar
Labourer,Daily,beginner,New Delhi,Delhi,Chada-Badal
Painter,Daily,novice,Bengaluru,Karnataka,"Manda, Dutt and Jhaveri"
Brick Layer,,beginner,Bangalore Urban,Karnataka,Thakur-Rau
Factory Worker,Daily,beginner,Noida,Uttar Pradesh,Bawa Inc
Labourer,Daily,beginner,Delhi,Delhi,Rout LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Loke-Edwin
Painter,,beginner,Bengaluru,Karnataka,Gupta-Shukla
Labourer,Daily,expert,New Delhi,Delhi,Dhar Group
Brick Layer,Daily,beginner,Chennai,Tamil Nadu,Srivastava-Borde
Labourer,Daily,novice,Ghaziabad,Uttar Pradesh,Ganesh-Jain
Painter,,beginner,Bengaluru,Karnataka,"Sabharwal, Loyal and Chada"
Factory Worker,Daily,beginner,Bengaluru,Karnataka,"Kar, Saini and Rastogi"
Painter,Daily,expert,Gurugram,Haryana,Dass-Chander
Labourer,,beginner,Bengaluru,Karnataka,"Gola, Mannan and Gole"
Labourer,Daily,beginner,Bengaluru,Karnataka,Chawla-Varughese
Painter,,beginner,Bengaluru,Karnataka,Ganesan-Randhawa
Painter,Daily,expert,Kanpur,Uttar Pradesh,Raman Group
Painter,Daily,beginner,Bengaluru,Karnataka,"Mangal, Chakrabarti and Balasubramanian"
Brick Layer,Daily,beginner,New Delhi,Delhi,Buch-Karan
Brick Layer,Daily,expert,Gurugram,Haryana,Mannan-Sanghvi
Painter,Daily,beginner,Ahmedabad,Gujarat,Khalsa and Sons
Painter,,beginner,Bengaluru,Karnataka,"Venkataraman, Doctor and Dyal"
Labourer,Daily,beginner,New Delhi,Delhi,"Srinivasan, Butala and Devan"
Painter,,beginner,Mumbai,Maharashtra,Choudhury-Manda
Labourer,Daily,beginner,New Delhi,Delhi,"Edwin, Bansal and Khatri"
Painter,Daily,beginner,Gurugram,Haryana,Bobal-Dora
Labourer,Daily,beginner,Bengaluru,Karnataka,"Balan, Desai and Bhardwaj"
Painter,,beginner,Pune,Maharashtra,Gopal-Balay
Painter,Daily,beginner,Bengaluru,Karnataka,"Gulati, Dalal and Agate"
Labourer,Daily,expert,Gurugram,Haryana,"Bansal, Soman and Iyer"
Painter,,beginner,Delhi,Delhi,Goswami-Sundaram
Painter,Monthly,beginner,Gurugram,Haryana,"Samra, Batra and Varma"
Labourer,Daily,beginner,New Delhi,Delhi,Sibal-Ravi
Labourer,,beginner,New Delhi,Delhi,"Chakraborty, Anand and Kant"
Labourer,Daily,beginner,Gurugram,Haryana,Bora-Tiwari
Painter,Daily,beginner,Noida,Uttar Pradesh,"Rau, Grewal and Ahluwalia"
Labourer,Daily,beginner,Delhi,Delhi,"Samra, De and Soni"
Labourer,Daily,beginner,New Delhi,Delhi,Ram-Subramaniam
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Swaminathan, Chandra and Vohra"
Painter,,beginner,Bengaluru,Karnataka,"Sem, Reddy and Yohannan"
Painter,Daily,beginner,Surat,Gujarat,Koshy-Kari
Labourer,Daily,beginner,Noida,Uttar Pradesh,"Shukla, Thakkar and Johal"
Labourer,Daily,beginner,Gurugram,Haryana,Varghese-Bava
Labourer,Daily,beginner,Noida,Uttar Pradesh,Dora-Sridhar
Painter,Daily,beginner,Chennai,Tamil Nadu,"Kaur, Rastogi and Mammen"
Painter,Daily,beginner,Noida,Uttar Pradesh,Lala PLC
Painter,,beginner,Bengaluru,Karnataka,Tandon-Keer
Painter,,beginner,Bengaluru,Karnataka,Banik-Chaudhry
Painter,,beginner,Bengaluru,Karnataka,Koshy and Sons
Painter,,beginner,Bengaluru,Karnataka,Sachar-Dayal
Painter,,beginner,Bengaluru,Karnataka,"Barman, Dhawan and Dutt"
Painter,Daily,beginner,New Delhi,Delhi,Boase-Datta
Labourer,Daily,beginner,Delhi,Delhi,Bir-Char
Painter,Daily,beginner,New Delhi,Delhi,Kohli-Bhatia
Labourer,Daily,beginner,Gurugram,Haryana,Kashyap Inc
Factory Worker,Daily,expert,New Delhi,Delhi,Sinha-Lad
Painter,,beginner,Bengaluru,Karnataka,"Dara, Chokshi and Bhasin"
Labourer,Daily,beginner,Greater Delhi Area,Delhi,Shan Group
Factory Worker,Daily,beginner,Coimbatore,Tamil Nadu,"Mane, Sabharwal and Issac"
Factory Worker,Daily,beginner,Noida,Uttar Pradesh,Chawla-Rajagopalan
Labourer,Daily,beginner,New Delhi,Delhi,"Sachar, Sarkar and Singhal"
Labourer,Daily,expert,Greater Delhi Area,Delhi,Barad Inc
Labourer,Daily,expert,Noida,Uttar Pradesh,Sur LLC
Painter,Daily,expert,Lucknow,Uttar Pradesh,Luthra PLC
Painter,Daily,expert,Chennai,Tamil Nadu,Sagar-Varkey
Painter,,beginner,Bengaluru,Karnataka,"Sarraf, Desai and Tripathi"
Painter,Daily,expert,Kochi,Kerala,Chadha-Kala
Labourer,Daily,beginner,New Delhi,Delhi,"Datta, Batta and Sagar"
Painter,,beginner,Bengaluru,Karnataka,Mani-Bera
Painter,Daily,expert,Bengaluru,Karnataka,Sen LLC
Painter,Daily,expert,Gurugram,Haryana,"Shenoy, Dutt and Hayer"
Labourer,Daily,beginner,Delhi,Delhi,Kalita and Sons
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Mangat, Viswanathan and Bora"
Painter,Daily,beginner,Preet Vihar,Delhi,Dada LLC
Painter,Daily,expert,Noida,Uttar Pradesh,Seshadri LLC
Painter,Daily,beginner,Delhi,Delhi,"Bedi, Singhal and Ranganathan"
Painter,Daily,beginner,Hyderabad,Telangana,Lall-Johal
Labourer,Daily,beginner,New Delhi,Delhi,Swamy-Dave
Labourer,Daily,beginner,New Delhi,Delhi,Raman and Sons
Labourer,Daily,beginner,Noida,Uttar Pradesh,"Mani, Dada and Gaba"
Painter,Daily,beginner,Gurugram,Haryana,"Bera, Batra and Venkatesh"
Brick Layer,Daily,beginner,New Delhi,Delhi,Yadav Ltd
Painter,Daily,expert,Greater Delhi Area,Delhi,Sheth-Rajagopal
Painter,,beginner,New Delhi,Delhi,Bava-Choudhury
Painter,Daily,expert,Patna,Bihar,"Brar, Hora and Saran"
Painter,Daily,expert,Bengaluru,Karnataka,Thaman Ltd
Painter,Bi-Weekly,beginner,New Delhi,Delhi,Chaudhry Ltd
Labourer,Daily,beginner,Delhi,Delhi,Kala PLC
Brick Layer,Daily,expert,Gurugram,Haryana,"Konda, Subramaniam and Seth"
Brick Layer,Daily,expert,New Delhi,Delhi,Varghese Inc
Labourer,Daily,beginner,Ghaziabad,Uttar Pradesh,Subramanian-Ray
Labourer,Daily,beginner,Gurugram,Haryana,"Johal, Seth and Master"
Labourer,Daily,beginner,Visakhapatnam,Andhra Pradesh,Dhaliwal-Dugal
Labourer,Daily,beginner,Noida,Uttar Pradesh,Sunder-Sem
Brick Layer,Daily,beginner,Gurugram,Haryana,"Sami, Setty and Kadakia"
Labourer,Daily,beginner,New Delhi,Delhi,Chanda PLC
Factory Worker,Daily,beginner,Bengaluru,Karnataka,"Bala, Suri and Mander"
Labourer,Daily,beginner,New Delhi,Delhi,"Sundaram, Sangha and Sawhney"
Labourer,Daily,expert,New Delhi,Delhi,"Anne, Dubey and Mahal"
Labourer,Daily,beginner,Faridabad,Haryana,Kurian Group
Labourer,Daily,beginner,New Delhi,Delhi,Verma Group
Painter,,beginner,Saket,Delhi,Shan-Keer
Labourer,Daily,beginner,Bengaluru,Karnataka,"Dugar, Chopra and Gopal"
Labourer,Daily,beginner,Noida,Uttar Pradesh,Halder-Andra
Painter,Daily,expert,Bengaluru,Karnataka,Dua-Hayre
Painter,,beginner,Bengaluru,Karnataka,Sharma-Arora
Painter,Daily,beginner,Bengaluru,Karnataka,Bala-Vaidya
Painter,Daily,expert,Patna,Bihar,"Karpe, Grover and Shenoy"
Labourer,Daily,beginner,New Delhi,Delhi,Ramanathan and Sons
Painter,Daily,beginner,Gurugram,Haryana,"Vig, Sarraf and Rama"
Factory Worker,Monthly,beginner,Gurugram,Haryana,Butala-Thaker
Painter,,beginner,Bengaluru,Karnataka,Singhal LLC
Labourer,Daily,beginner,Noida,Uttar Pradesh,Warrior Ltd
Painter,Monthly,beginner,New Delhi,Delhi,"Kant, Choudhary and Dhawan"
Factory Worker,Daily,beginner,Gurgaon Rural,Haryana,Sachdeva PLC
Painter,Daily,beginner,Bengaluru,Karnataka,Iyer Group
Labourer,Daily,beginner,West Delhi,Delhi,"Mall, Gaba and Sunder"
Painter,Daily,beginner,Hyderabad,Telangana,"Goda, Bhalla and Deol"
Labourer,Daily,beginner,Chennai,Tamil Nadu,"Sinha, Krishnan and Agrawal"
Labourer,Daily,beginner,Noida,Uttar Pradesh,Suri-Ranganathan
Labourer,Daily,beginner,Bengaluru,Karnataka,Rajagopal Ltd
Brick Layer,Daily,beginner,New Delhi,Delhi,"Sarna, Konda and Chad"
Labourer,Daily,beginner,Delhi,Delhi,Konda Inc
Painter,Daily,novice,Gurugram,Haryana,Bajwa-Jani
Factory Worker,Daily,expert,Chennai,Tamil Nadu,Shetty-Loyal
Brick Layer,Daily,beginner,Gurugram,Haryana,"Bhakta, Shenoy and Bal"
Labourer,Daily,expert,Kanpur,Uttar Pradesh,"Wagle, Gaba and Chacko"
Painter,Daily,expert,Delhi,Delhi,Rau and Sons
Labourer,Daily,beginner,Gurugram,Haryana,Ramaswamy-Tank
Labourer,Daily,beginner,New Delhi,Delhi,Ram and Sons
Labourer,Daily,beginner,New Delhi,Delhi,"Shah, Bhattacharyya and Swamy"
Painter,Daily,beginner,Hyderabad,Telangana,"Kanda, Aurora and Loyal"
Factory Worker,Daily,expert,Gurugram,Haryana,"Dhingra, Sankaran and Iyer"
Brick Layer,Daily,expert,Gurugram,Haryana,Gara-Chaudhari
Painter,Monthly,beginner,Delhi,Delhi,Baral-Zacharia
Labourer,Daily,beginner,Ghaziabad,Uttar Pradesh,"Bhatti, Dayal and Chana"
Painter,Daily,beginner,Bengaluru,Karnataka,"Gade, Luthra and Sama"
Factory Worker,Daily,beginner,Noida,Uttar Pradesh,Chander-Deol
Labourer,Daily,expert,Greater Delhi Area,Delhi,Chahal Group
Labourer,,beginner,Bengaluru,Karnataka,Agate Ltd
Painter,Monthly,beginner,Bengaluru,Karnataka,"Char, Taneja and Sen"
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Borde, Goswami and Rastogi"
Labourer,,beginner,South Delhi,Delhi,Shetty Inc
Labourer,Daily,beginner,New Delhi,Delhi,Sunder Inc
Factory Worker,Daily,expert,Gurugram,Haryana,"Lata, Ratti and Tank"
Painter,,beginner,New Delhi,Delhi,Sanghvi Inc
Painter,Daily,beginner,Pune,Maharashtra,Chatterjee-Sami
Brick Layer,Daily,expert,Gurugram,Haryana,Reddy-Choudhury
Factory Worker,Daily,beginner,Noida,Uttar Pradesh,Choudhry and Sons
Brick Layer,Daily,beginner,Gurgaon,Haryana,Shah LLC
Labourer,Daily,beginner,New Delhi,Delhi,Date-Khurana
Brick Layer,Daily,beginner,Mumbai,Maharashtra,"Gulati, Bala and Bhandari"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Goyal-Manda
Labourer,Daily,beginner,Noida,Uttar Pradesh,Bhattacharyya-Iyengar
Factory Worker,Daily,beginner,Bengaluru,Karnataka,Varghese-Dash
Painter,Daily,novice,Gurugram,Haryana,Grewal-Dhaliwal
Labourer,Daily,expert,New Delhi,Delhi,"Shukla, Gour and D’Alia"
Brick Layer,Daily,beginner,Gurgaon,Haryana,"Bhargava, Lanka and Thakkar"
Painter,Daily,expert,Lucknow,Uttar Pradesh,"Krishnan, Rao and Som"
Painter,Daily,expert,Pune,Maharashtra,Chandra-Kumer
Labourer,Daily,expert,Lucknow,Uttar Pradesh,Chada-Karpe
Painter,Daily,beginner,Mumbai,Maharashtra,"Khurana, Vaidya and Suresh"
Painter,Daily,expert,Chennai,Tamil Nadu,Behl-Bedi
Labourer,Daily,beginner,New Delhi,Delhi,Desai-Barad
Painter,Daily,beginner,New Delhi,Delhi,"Vaidya, Kala and Mandal"
Factory Worker,Daily,beginner,Gurugram,Haryana,Dugar and Sons
Labourer,Daily,beginner,Delhi,Delhi,"Zacharia, Saini and Suresh"
Painter,Daily,beginner,Ghaziabad,Uttar Pradesh,Kala-Lall
Labourer,Daily,beginner,Noida,Uttar Pradesh,Comar-Keer
Factory Worker,Daily,beginner,Raipur,Chhattisgarh,"Mann, Master and Goyal"
Painter,,beginner,New Delhi,Delhi,"Cherian, Sachdeva and Tak"
Painter,,beginner,New Delhi,Delhi,"Chokshi, Buch and Devan"
Labourer,Daily,beginner,Delhi,Delhi,Randhawa-Sen
Painter,Daily,beginner,Gurugram,Haryana,Dalal Inc
Factory Worker,Daily,expert,Chennai,Tamil Nadu,Dara-Biswas
Painter,Daily,beginner,Ahmedabad,Gujarat,Divan Ltd
Labourer,Daily,beginner,New Delhi,Delhi,Chadha LLC
Painter,Daily,expert,Thane,Maharashtra,Mane PLC
Painter,Daily,expert,Indore,Madhya Pradesh,"Edwin, Deo and Lala"
Painter,Daily,beginner,Delhi,Delhi,"Bhasin, Malhotra and Batra"
Labourer,Daily,beginner,Bengaluru,Karnataka,"Walia, Ahuja and Ganguly"
Labourer,Daily,beginner,New Delhi,Delhi,Khosla Group
Labourer,Daily,beginner,Ahmedabad,Gujarat,Karnik-Sawhney
Labourer,Daily,beginner,Defence Colony,Delhi,"Das, Lalla and Sethi"
Labourer,Daily,beginner,Delhi,Delhi,Chaudhari Ltd
Labourer,Daily,expert,Mumbai,Maharashtra,Goyal Inc
Factory Worker,Daily,beginner,Patel Nagar,Delhi,"Devi, Chatterjee and Seth"
Labourer,Daily,beginner,Bengaluru,Karnataka,"Kant, Wadhwa and Luthra"
Labourer,Monthly,beginner,Gurugram,Haryana,Sathe Ltd
Labourer,Daily,beginner,Delhi,Delhi,Kala-Kaur
Factory Worker,Daily,beginner,Gurugram,Haryana,"Choudhury, Varma and Mangat"
Labourer,Daily,expert,Gurugram,Haryana,Goel-Joshi
Painter,,beginner,New Delhi,Delhi,Deo Ltd
Painter,,beginner,New Delhi,Delhi,Thakkar-Sura
Labourer,Daily,beginner,Hyderabad,Telangana,Babu LLC
Labourer,Daily,beginner,Delhi,Delhi,Master-Ravel
Painter,Daily,expert,Lucknow,Uttar Pradesh,Joshi-Rajan
Factory Worker,Daily,beginner,Hyderabad,Telangana,Krishnan PLC
Painter,Daily,expert,Visakhapatnam,Andhra Pradesh,"Brar, Gala and Iyer"
Painter,Daily,expert,Visakhapatnam,Andhra Pradesh,Bedi Group
Painter,Daily,beginner,Pochampalli,Tamil Nadu,"Bandi, Sengupta and Rout"
Factory Worker,Daily,expert,Gurugram,Haryana,"Sani, Ramaswamy and Yadav"
Painter,Daily,beginner,New Delhi,Delhi,Shankar PLC
Painter,Daily,beginner,Ahmedabad,Gujarat,Thaman Ltd
Labourer,Daily,expert,Greater Delhi Area,Delhi,"Bhakta, Thaker and Kanda"
Labourer,Daily,beginner,Delhi,Delhi,Kaur Ltd
Brick Layer,,beginner,Gurgaon,Haryana,Barman-Ramakrishnan
Brick Layer,Daily,beginner,Vadodara,Gujarat,"Kapur, Dubey and Chowdhury"
Painter,Daily,beginner,Gurugram,Haryana,Gill LLC
Labourer,Daily,beginner,New Delhi,Delhi,Boase-Trivedi
Brick Layer,Bi-Weekly,beginner,Chennai,Tamil Nadu,Bains Ltd
Labourer,Daily,beginner,Bengaluru,Karnataka,"Deshmukh, Boase and Sachdeva"
Labourer,,beginner,Noida,Uttar Pradesh,"Dar, Bhagat and Kurian"
Factory Worker,Daily,beginner,Ghaziabad,Uttar Pradesh,Sehgal Group
Labourer,Daily,beginner,New Delhi,Delhi,Kalita-Vohra
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Lad, Doctor and Contractor"
Painter,Daily,expert,Visakhapatnam,Andhra Pradesh,Wason-Deshpande
Labourer,Daily,beginner,Ernakulam,Kerala,Thaman-Master
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Borah, Bora and Shenoy"
Labourer,Daily,expert,Lucknow,Uttar Pradesh,Bali Group
Labourer,Daily,expert,Gurugram,Haryana,Chopra-Devi
Labourer,Daily,beginner,Dadri,Haryana,Aurora Group
Labourer,Daily,beginner,Delhi,Delhi,Vyas-Varkey
Labourer,Daily,beginner,Delhi,Delhi,Rajan-Dass
Labourer,Daily,beginner,New Delhi,Delhi,Gour-Lata
Labourer,Daily,beginner,Ahmedabad,Gujarat,Basak Ltd
Brick Layer,Daily,beginner,Chennai,Tamil Nadu,"Char, Dua and Iyengar"
Brick Layer,Daily,expert,Noida,Uttar Pradesh,Buch Inc
Brick Layer,Daily,expert,Gurugram,Haryana,Jayaraman Group
